"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure 'V3' is selected for SNMP polling","1.5.1","Ensure 'V3' is selected for SNMP polling","","Level 1","","true","For SNMP polling, only SNMPv3 should be used.

Default Value:
Not configured","SNMPv3 utilizes AES-128 encryption, message integrity, user authorization, and device
authentication security features. SNMPv2c does not provide these security features. If
an SNMPv2c community string is intercepted or otherwise obtained, an attacker could
gain read access to the firewall. Note that SNMP write access is not possible.","Any clear-text administrative protocol (such as SNMPv2) can expose valuable
information to any attacker that is in a position to eavesdrop on that protocol.","Navigate to Device > Setup > Operations > Miscellaneous > SNMP Setup
Select V3.
In order to be usable, the User and View sections of this dialog should also be
completed. These settings need to match the settings in the organization's NMS
(Network Management System)","Navigate to Device > Setup > Operations > Miscellaneous > SNMP Setup
Verify V3 is selected.","1. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-operations/enable-snmp-monitoring","CIS Palo Alto Firewall 10 Benchmark"
"Ensure 'Verify Update Server Identity' is enabled","1.6.1","Ensure 'Verify Update Server Identity' is enabled","","Level 1","","true","This setting determines whether or not the identity of the update server must be verified
before performing an update session. Note that if an SSL Forward Proxy is configured
to intercept the update session, this option may need to be disabled (because the SSL
Certificate will not match).

Default Value:
Not configured","Verifying the update server identity before package download ensures the packages
originate from a trusted source. Without this, it is possible to receive and install an
update from a malicious source.","This setting protects the device from an ""evilgrade"" attack, where a successful DNS
attack can redirect the firewall to an attacker-controlled update server, which can then
serve a modified update.","Navigate to Device > Setup > Services > Services.
Set the Verify Update Server Identity box to checked.","Navigate to Device > Setup > Services > Services.
Verify that the Verify Update Server Identity box is checked.","1. “PAN-OS Administrator's Guide 9.0 (English) - Install Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/install-content-and-software-updates.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure redundant NTP servers are configured appropriately","1.6.2","Ensure redundant NTP servers are configured appropriately","","Level 1","","true","These settings enable use of primary and secondary NTP servers to provide
redundancy in case of a failure involving the primary NTP server.

Default Value:
Not configured","NTP enables the device to maintain an accurate time and date when receiving updates
from a reliable NTP server. Accurate timestamps are critical when correlating events
with other systems, troubleshooting, or performing investigative work. Logs and certain
cryptographic functions, such as those utilizing certificates, rely on accurate time and
date parameters. In addition, rules referencing a Schedule object will not function as
intended if the device’s time and date are incorrect.
For additional security, authenticated NTP can be utilized. If Symmetric Key
authentication is selected, only SHA1 should be used, as MD5 is considered severely
compromised.
Most organizations will maintain a pair of internal NTP servers for all internal time
services. These servers will either be self-contained atomic clocks, or will collect time
from a known reliable source (often GPS or a well-known internet server pool will be
used).","","Navigate to Device > Setup > Services > Services.
Set Primary NTP Server Address appropriately.
Set Secondary NTP Server Address appropriately.","Navigate to Device > Setup > Services > Services.
Verify Primary NTP Server Address is set appropriately.
Verify Secondary NTP Server Address is set appropriately.","1. “The NIST Authenticated NTP Service” -
http://www.nist.gov/pml/div688/grp40/authntp.cfm
2. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-services/global-services-settings
3. ""How to Configure Authenticated NTP"" -
https://live.paloaltonetworks.com/t5/Configuration-Articles/How-to-Configure-
Authenticated-NTP/ta-p/54495","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that the Certificate Securing Remote Access VPNs is Valid","1.6.3","Ensure that the Certificate Securing Remote Access VPNs is Valid","","Level 1","","false","The Certificate used to secure Remote Access VPNs should satisfy the following
criteria:
• It should be a valid certificate from a trusted source. In almost cases this means
a trusted Public Certificate Authority, as in most cases remote access VPN users
will not have access to any Private Certificate Authorities for Certificate
validation.
• The certificate should have a valid date. It should not have a ""to"" date in the past
(it should not be expired), and should not have a ""from"" date in the future.
• The key length used to encrypt the certificate should be 2048 bits or more.
• The hash used to sign the certificate should be SHA-2 or better.
• When the Certificate is applied, the TLS version should be 1.1 or higher (1.2 is
recommended)

Default Value:
Not configured","If presented with a certificate error, the end user in most cases will not be able to tell if
their session is using a self-signed or expired certificate, or if their session is being
eavesdropped on or injected into by a ""Man in the Middle"" attack. This means that self-
signed or invalid certificates should never be used for VPN connections.","Not using a trusted Certificate, issued by a trusted Public Certificate Authority means
that clients establishing VPN sessions will always see an error indicating an untrusted
Certificate. This means that they will have no method of validating if their VPN session
is being hijacked by a ""Monkey in the Middle"" (MitM) attack. It also ""trains"" them to
bypass certificate warnings for other services, making MitM attacks easier for those
other services as well.","Create a CSR and install a certificate from a public CA (Certificate Authority) here:
Navigate to Device > Certificate Management > Certificates
Apply a valid certificate to the HTTPS portal:
Navigate to Network > GlobalProtect > Portals > Portal Configuration >
Authentication > SSL/TLS Profile
Apply a valid certificate to the GlobalProtect Gateway:
Navigate to Network > GlobalProtect > Gateways > Authentication > SSL/TLS
Service Profile Configure the Service Profile to use the correct certificate
Ensure that the Minimum TLS version is set to 1.1 or 1.2 (1.2 is recommended).","Verify that the certificate being used to secure the VPN meets the criteria listed above:
Navigate to Device > Certificate Management > Certificates
Ensure that a valid certificate is applied to the HTTPS portal:
Navigate to Network > GlobalProtect > Portals > Portal Configuration >
(Select the Portal being assessed) > Authentication > SSL/TLS Profile
Ensure that a valid certificate is applied to the GlobalProtect Gateway:
Navigate to Network > GlobalProtect > Gateways > (Select the Gateway
being Assessed) > Authentication > SSL/TLS Service Profile
Ensure that the correct Certificate is selected. Ensure that the Minimum TLS version is
configured to be 1.1 or higher (TLSv1.2 is recommended).","1. “PAN-OS Administrator's Guide 9.0 (English) - GlobalProtect Certificate Best
Practices"" - https://docs.paloaltonetworks.com/globalprotect/9-0/globalprotect-
admin/get-started/enable-ssl-between-globalprotect-components/globalprotect-
certificate-best-practices.html
2. “PAN-OS Administrator's Guide 9.0 (English) - Deploy Server Certificates to the
GlobalProtect Components"" - https://docs.paloaltonetworks.com/globalprotect/9-
0/globalprotect-admin/get-started/enable-ssl-between-globalprotect-
components/deploy-server-certificates-to-the-globalprotect-components.html#","CIS Palo Alto Firewall 10 Benchmark"
"Enabling Post-Quantum (PQ) on IKEv2 VPNs","1.7.1","Enabling Post-Quantum (PQ) on IKEv2 VPNs","","Level 2","","false","For VPN that has IKEv2 enabled, enable PQ for more secure way to exchange pre-
shared secret to defend against ""Harvest Now, Decrypt Later"" attack technique.

Default Value:
Not Configured","Post-quantum IKEv2 VPNs based on RFC 8784 work by transmitting a pre-shared
secret separately (out-of-band) from the initial peering exchange (the IKE_SA_INIT
Exchange). Instead of transmitting the pre-shared secret in the peering exchange,
which an attacker could compromise or harvest now and decrypt later, the peering
exchange only transmits a Key ID. A Key ID and a pre-shared secret comprise a unique
pair called a post-quantum pre-shared key (PQ PPK).
Each IKEv2 peer uses the Key ID to look up the pre-shared secret, which is transmitted
securely between administrators or pushed by Panorama, and stored locally on each
IKEv2 peer. The pre-shared key is never part of the peering exchange and never
traverses the post-quantum VPN, so an attacker using a quantum computer can't steal
it, crack it, and use it to decrypt data harvested from a VPN.
Both IKEv2 peers must have the same active pairs of Key ID plus pre-shared secret so
that when peers negotiate the connection, each peer can look up the same Key ID and
retrieve the same pre-shared secret. If the responding peer doesn't have a matching
Key ID or if the pre-shared secret associated with the Key ID differs from the initiator,
the connection is aborted.","","Navigate to Network > Network Profiles > IKE Gateways.
On gateways that has IKEv2 enabled, click into it and navigate to Advanced Options.
On IKEv2 section, navigate to PQ PPK section.
Check Enable Post-Quantum Pre-Shared Key (PPK) option.
Negotiation mode should be set to Mandatory if both sides of VPN supports PQ.
Negotiation mode should be set to Preferred if you don't know or don't have control
over whether the peer supports RFC 8784. Preferred mode preserves backward
compatibility to ensure connections fall back instead of dropping.
If both sides of VPN supports more than 1 PPK key ID, then multiple PPK key ID should
be configured. Configuring multiple PQ PPKs is most secure because it adds a random
element to PQ PPK selection.","Navigate to Network > Network Profiles > IKE Gateways.
On gateways that has IKEv2 enabled, click into it and navigate to Advanced Options.
On IKEv2 section, navigate to PQ PPK section.
Verify that Enable Post-Quantum Pre-Shared Key (PPK) is checked.
Negotiation mode should be set to Mandatory if both sides of VPN supports PQ.
Negotiation mode should be set to Preferred if you don't know or don't have control
over whether the peer supports RFC 8784. Preferred mode preserves backward
compatibility to ensure connections fall back instead of dropping.
If both sides of VPN supports more than 1 PPK key ID, then multiple PPK key ID should
be configured. Configuring multiple PQ PPKs is most secure because it adds a random
element to PQ PPK selection.","1. “PAN-OS Administrator's Guide 11.1 (English) - Network Security"" -
https://docs.paloaltonetworks.com/network-security/quantum-
security/administration/configure-quantum-resistant-ikev2-vpns/configure-post-
quantum-ikev2-vpns","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that IP addresses are mapped to usernames","2.1","Ensure that IP addresses are mapped to usernames","","Level 2","","true","Configure appropriate settings to map IP addresses to usernames. Mapping userids to
IP addresses is what permits the firewall to create rules based on userids and groups
rather than IP addresses and subnets, as well as log events by userids rather than IP
addresses or DNS names. The specifics of how to achieve IP-to-username mapping is
highly dependent on the environment. It can be enabled by integrating the firewall with a
domain controller, Exchange server, captive portal, Terminal Server, User-ID Agent,
XML API, or syslog data from a variety of devices.","Understanding which user is involved in a security incident allows appropriate personnel
to move quickly between the detection and reaction phases of incident response. In
environments with either short DHCP lease times, or where users may move frequently
between systems, the ability to analyze or report, or alert on events based on user
accounts or user groups is a tremendous advantage. For forensics tasks when DHCP
lease information may not be available, the Source User information may be the only
way to tie together related data.","","To Set User-ID Agents:
Navigate to Device > User Identification > User-ID Agents
Set the Name, IP Address and Port of the User-ID Agent`
Enable User Identification for each monitored zone that will have user accounts:
Navigate to Network > Zone, for each relevant zone enable User
Identification
To Set Terminal Services Agents:
Navigate to Device > Terminal Services Agents Set the Name, IP Address and
Port of the Terminal Services Agent
Enable User Identification for each monitored zone that will have Terminal Servers:
Navigate to Network > Zone, enable User Identification","To validate if this recommendation has been met, look at the Source User column in
the URL Filtering or Traffic logs (Monitor > Logs > URL Filtering and Logs >
Traffic Logs, respectively.)
User traffic originating from a trusted zone should identify a username.","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “How to Configure Group Mapping settings?” -
https://live.paloaltonetworks.com/docs/DOC-4994
3. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/user-id
4. https://paloaltonetworks.com/content/dam/paloaltonetworks-
com/en_US/assets/pdf/tech-briefs/techbrief-user-id.pdf","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that WMI probing is disabled","2.2","Ensure that WMI probing is disabled","","Level 2","","true","Disable WMI probing if it is not required for User-ID functionality in the environment.

Default Value:
Not configured","WMI probing normally requires a domain administrator account. A malicious user could
capture the encrypted password hash for offline cracking or relayed authentication
attacks. Relying on other forms of user identification, such as using UserID Agents or
security log monitoring, mitigates this risk.
In addition, it is easy to mis-configure this feature such that it is enabled on untrusted
interfaces. This can result in a domain administrator account and the associated
password hash being sent to untrusted hosts on the internet, where malicious users can
then capture that hash for offline cracking.","While this removes the exposure of having the WMI user account password being
compromised, it also reduces the effectiveness of user identification during operation of
the firewall (applying rules and policies). This trade-off should be weighed carefully for
all installations.","Navigate to Device > User Identification > User Mapping > Palo Alto
Networks User ID Agent Setup.
Set Enable Probing so it is unchecked.","Navigate to Device > User Identification > User Mapping > Palo Alto
Networks User ID Agent Setup.
Verify that Enable Probing is not checked.","1. “R7-2014-16: Palo Alto Networks User-ID Credential Exposure” -
https://blog.rapid7.com/2014/10/14/palo-alto-networks-userid-credential-
exposure/
2. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
3. “PAN-OS Administrator's Guide 11.1 (English) - Client Probing"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/user-id/user-id-
concepts/user-mapping/client-probing","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that User-ID is only enabled for internal trusted interfaces","2.3","Ensure that User-ID is only enabled for internal trusted interfaces","","Level 1","","true","Only enable the User-ID option for interfaces that are both internal and trusted. There is
rarely a legitimate need to allow WMI probing (or any user-id identification) on an
untrusted interface. The exception to this is identification of remote-access VPN users,
who are identified as they connect.

Default Value:
By default WMI probing and all User-ID functions are disabled.","PAN released a customer advisory in October of 2014 warning of WMI probing on
untrusted interfaces with User-ID enabled. This can result in theft of the password hash
for the account used in WMI probing.","If WMI probing is enabled without limiting the scope, internet hosts that are sources or
destinations of traffic will be probed, and the password hash of the configured Domain
Admin account can be captured by an outside attacker on such a host.","Navigate to Network > Network Profiles > Interface Management.
Set User-ID to be checked only for interfaces that are both internal and trusted;
uncheck it for all other interfaces.","Navigate to Network > Network Profiles > Interface Management.
Verify that User-ID is only enabled for interfaces that are both internal and trusted.","1. “Customer advisory: Security Impact of User-ID Misconfiguration” -
https://live.paloaltonetworks.com/docs/DOC-8125
2. “R7-2014-16: Palo Alto Networks User-ID Credential Exposure” -
https://blog.rapid7.com/2014/10/14/palo-alto-networks-userid-credential-
exposure/
3. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
4. “User-ID Best Practices” - https://live.paloaltonetworks.com/docs/DOC-6591
5. “PAN-OS Administrator's Guide 11.1 (English) - Client Probing"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/user-id/user-id-
concepts/user-mapping/client-probing","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that 'Include/Exclude Networks' is used if User-ID is enabled","2.4","Ensure that 'Include/Exclude Networks' is used if User-ID is enabled","","Level 1","","true","If User-ID is configured, use the Include/Exclude Networks section to limit the User-ID
scope to operate only on trusted networks. There is rarely a legitimate need to allow
WMI probing or other User identification on an untrusted network.

Default Value:
Not configured","The Include/Exclude Networks feature allow users to configure boundaries for the User-
ID service. By using the feature to limit User-ID probing to only trusted internal
networks, the risks of privileged information disclosure through sent probes can be
reduced. Note that if an entry appears in the Include/Exclude Networks section, an
implicit exclude-all-networks policy will take effect for all other networks.","Not restricting the networks subject to User Identification means that the administrative
credentials (userid and password hash) used for this task will transit untrusted networks,
or be sent to untrusted hosts. Capturing these credentials exposes them to offline
cracking attacks.","Navigate to Device > User Identification > User Mapping > Include/Exclude
Networks.
Set all trusted internal networks to have a Discovery value of Include.
Set all untrusted external networks to have a Discovery value of Exclude. Note that any
value in the trusted networks list implies that all other networks are untrusted.","Navigate to Device > User Identification > User Mapping > Include/Exclude
Networks.
Verify that all trusted internal networks have a Discovery value of Include.
Verify that all untrusted external networks have a Discovery value of Exclude. Note that
any value in the trusted networks list implies that all other networks are untrusted.","1. Best Practices for Securing User-ID Deployments -
https://live.paloaltonetworks.com/docs/DOC-7912","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that the User-ID Agent has minimal permissions if User-ID is enabled","2.5","Ensure that the User-ID Agent has minimal permissions if User-ID is enabled","","Level 1","","false","If the integrated (on-device) User-ID Agent is utilized, the Active Directory account for
the agent should only be a member of the Event Log Readers group, Distributed COM
Users group, and Domain Users group. If the Windows User-ID agent is utilized, the
Active Directory account for the agent should only be a member of the Event Log
Readers group, Server Operators group, and Domain Users group.

Default Value:
Not configured","As a principle of least privilege, user accounts should have only minimum necessary
permissions. If an attacker compromises a User-ID service account with domain admin
rights, the organization is at far greater risk than if the service account were only
granted minimum rights.","Using accounts with full administrative privileges when those rights are not required is
always a bad idea. This is particularly true for service accounts of this type, which in
many organizations do not see strong passwords or frequent password changes. In
addition, service passwords are stored in the Windows Registry, and are recoverable
with the user of appropriate malicious tools. The principal of least privilege means that
any compromised accounts of this type have less value to an attacker, and expose
fewer assets based on their rights.","Navigate to Active Directory Users and Computers.
Set the service account for the User-ID agent so that it is only a member of the Event
Log Readers, Distributed COM Users, and Domain Users (for the integrated, on-device
User-ID agent) or the Event Log Readers, Server Operators, and Domain Users groups
(for the Windows User-ID agent.)","Navigate to Active Directory Users and Computers for the Active Directory under
consideration.
Verify that the service account for the User-ID agent is not a member of any groups
other than Event Log Readers, Distributed COM Users, and Domain Users (for the
integrated, on-device User-ID agent) or Event Log Readers, Server Operators, and
Domain Users (for the Windows User-ID agent.)","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “User-ID Best Practices” - https://live.paloaltonetworks.com/docs/DOC-6591
3. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the Windows User-ID Agent” - https://docs.paloaltonetworks.com/pan-os/11-
1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-mapping-
using-the-windows-user-id-agent
4. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the PAN-OS Integrated User-ID Agent” - https://docs.paloaltonetworks.com/pan-
os/11-1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-
mapping-using-the-pan-os-integrated-user-id-agent","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that the User-ID service account does not have interactive logon rights","2.6","Ensure that the User-ID service account does not have interactive logon rights","","Level 1","","true","Restrict the User-ID service account from interactively logging on to systems in the
Active Directory domain.

Default Value:
Not configured","In the event of a compromised User-ID service account, restricting interactive logins
forbids the attacker from utilizing services such as RDP against computers in the Active
Directory domain of the organization. This reduces the impact of a User-ID service
account compromise.","","Navigate to Active Directory Group Policies.
Set Group Policies to restrict the interactive logon privilege for the User-ID service
account.
or
Navigate to Active Directory Managed Service Accounts.
Set Managed Service Accounts to restrict the interactive logon privilege for the User-ID
service account.","Navigate to Active Directory Group Policies.
Verify that Group Policies restricts the interactive logon privilege for the User-ID service
account.
or
Navigate to Active Directory Managed Service Accounts.
Verify that Managed Service Accounts restricts the interactive logon privilege for the
User-ID service account.","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the Windows User-ID Agent” - https://docs.paloaltonetworks.com/pan-os/11-
1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-mapping-
using-the-windows-user-id-agent
3. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the PAN-OS Integrated User-ID Agent” - https://docs.paloaltonetworks.com/pan-
os/11-1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-
mapping-using-the-pan-os-integrated-user-id-agent
4. “User-ID Best Practices” - https://live.paloaltonetworks.com/docs/DOC-6591","CIS Palo Alto Firewall 10 Benchmark"
"Ensure remote access capabilities for the User-ID service account are forbidden.","2.7","Ensure remote access capabilities for the User-ID service account are forbidden.","","Level 1","","false","Restrict the User-ID service account’s ability to gain remote access into the
organization. This capability could be made available through a variety of technologies,
such as VPN, Citrix GoToMyPC, or TeamViewer. Remote services that integrate
authentication with the organization’s Active Directory may unintentionally allow the
User-ID service account to gain remote access.

Default Value:
Not configured","In the event of a compromised User-ID service account, restricting the account’s ability
to remotely access resources within the organization’s internal network reduces the
impact of a service account compromise.","","Remove this account from all groups that might grant remote access to the network, or
to any network services or hosts. Remediation is operating-system dependent. For
instance, in Windows Active Directory, this account should be removed from any group
that grants the account access to VPN or Wireless access. In addition, domain
administrative accounts by default have remote desktop (RDP) access to all domain
member workstations - this should be explicitly denied for this account.","Auditing is operating-system dependent. For instance, in Windows Active Directory, this
account should not be included in any group that grants the account access to VPN or
Wireless access. In addition, domain administrative accounts should not have remote
desktop (RDP) access to all domain member workstations.","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “User-ID Best Practices” - https://live.paloaltonetworks.com/docs/DOC-6591
3. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the Windows User-ID Agent” - https://docs.paloaltonetworks.com/pan-os/11-
1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-mapping-
using-the-windows-user-id-agent
4. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the PAN-OS Integrated User-ID Agent” - https://docs.paloaltonetworks.com/pan-
os/11-1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-
mapping-using-the-pan-os-integrated-user-id-agent","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that security policies restrict User-ID Agent traffic from crossing into untrusted zones","2.8","Ensure that security policies restrict User-ID Agent traffic from crossing into untrusted zones","","Level 1","","true","Create security policies to deny Palo Alto User-ID traffic originating from the interface
configured for the UID Agent service that are destined to any untrusted zone.","If User-ID and WMI probes are sent to untrusted zones, the risk of privileged information
disclosure exists. The information disclosed can include the User-ID Agent service
account name, domain name, and encrypted password hashes sent in User-ID and
WMI probes. To prevent this exposure, msrpc traffic originating from the firewall to
untrusted networks should be explicitly denied. This security policy should be in effect
even for environments not currently using WMI probing to help guard against possible
probe misconfigurations in the future.
This setting is a ""fail safe"" to prevent exposure of this information if any of the other
WMI User control settings are misconfigured.","","Navigate to Device > Setup > Services > Services Features > Service Route
Configuration > Customize.
Click on the protocol in use (IPv4 and/or IPv6).
Click UID Agent.
Click on the address object for the UID Agent's IP address.
Set SOURCE/NAME to 'Deny msrpc to untrusted'.
Set SOURCE/ZONE to 'INSIDE'.
Set SOURCE/Address to the Address object for the UID Agent.
Set DESTINATION/ZONE to 'GUEST' and 'OUTSIDE'.
Set DESTINATION/Address to 'any'.
Set DESTINATION/Application to 'msrpc'.
Set DESTINATION/Service to 'application-default'.
Set DESTINATION/Action to 'Block' (red circle with diagonal line).","Navigate to Device > Setup > Services > Services Features > Service Route
Configuration > Customize.
Click on the protocol in use (IPv4 and/or IPv6).
Click UID Agent.
Click on the address object for the UID Agent's IP address.
Verify SOURCE/NAME is set to 'Deny msrpc to untrusted'.
Verify SOURCE/ZONE is set to 'INSIDE'.
Verify SOURCE/Address is set to the Address object for the UID Agent.
Verify DESTINATION/ZONE is set to 'GUEST' and 'OUTSIDE'.
Verify DESTINATION/Address is set to 'any'.
Verify DESTINATION/Application is set to 'msrpc'.
Verify DESTINATION/Service is set to 'application-default'.
Verify DESTINATION/Action is set to 'Block' (red circle with diagonal line).","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “User-ID Best Practices” - https://live.paloaltonetworks.com/docs/DOC-6591
3. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the Windows User-ID Agent” - https://docs.paloaltonetworks.com/pan-os/11-
1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-mapping-
using-the-windows-user-id-agent
4. “PAN-OS Administrator's Guide 11.1 (English) - Configure User Mapping Using
the PAN-OS Integrated User-ID Agent” - https://docs.paloaltonetworks.com/pan-
os/11-1/pan-os-admin/user-id/map-ip-addresses-to-users/configure-user-
mapping-using-the-pan-os-integrated-user-id-agent","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a fully-synchronized High Availability peer is configured","3.1","Ensure a fully-synchronized High Availability peer is configured","","Level 1","","true","Ensure a High Availability peer is fully synchronized and in a passive or active state.

Default Value:
Not Configured","To ensure availability of both the firewall and the resources it protects, a High
Availability peer is required. In the event a single firewall fails, or when maintenance
such as a software update is required, the HA peer can be used to automatically fail
over session states and maintain overall availability","Not configuring High Availability (HA) correctly directly impacts the Availability of the
system. With HA in place, standard maintenance such as OS updates, network and
power cabling can be accomplished with no outage or a minimum impact.","Navigate to Device > High Availability > HA Communications.
Click HA Communications. Click Data Link (HA2). Select the correct interface.
Select the desired protocol (IPv4 or IPv6). Select the correct Transport. Set the
Enable Session Synchronization box to be checked.
Choose Save Configuration.","Navigate to Device > High Availability > HA Communications.
In the HA Communications. >Data Link (HA2) section, verify that the correct
interface is selected. Verify the desired protocol (IPv4 or IPv6) is selected. Verify
the correct Transport is selected. Verify the Enable Session Synchronization box is
checked.","1. “PAN-OS Administrator's Guide 11.1 (English) - High Availability"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-high-availability","CIS Palo Alto Firewall 10 Benchmark"
"Ensure 'High Availability' requires Link Monitoring and/or Path Monitoring","3.2","Ensure 'High Availability' requires Link Monitoring and/or Path Monitoring","","Level 1","","true","Configure Link Monitoring and/or Path Monitoring under High Availability options. If Link
Monitoring is utilized, all links critical to traffic flow should be monitored.

Default Value:
Not Configured","If Link or Path Monitoring is not enabled, the standby router will not automatically take
over as active if a critical link fails on the active firewall. Services through the firewall
could become unavailable as a result.","Not configuring High Availability (HA) correctly directly impacts the Availability of the
system. With HA in place, standard maintenance such as OS updates, network and
power cabling can be accomplished with no outage or a minimum impact.
Without Link and Path monitoring in particular, failover will only occur when the primary
device fails completely. Link and path monitoring permits failover if a critical interface
loses link (either due to cabling or an upstream switch failover), or if a route or path fails
(indicating an upstream issue that affects local Layer 3).","To set Link Monitoring from GUI:
Navigate to Device > High Availability > Link and Path Monitoring. Click
Link Monitoring. Set the correct interfaces to the Link Group and Group Failure
Conditions. Click Link Monitoring. Set Failure Condition to Any. Check Enabled
button.
To set Path Monitoring from GUI:
Navigate to Device > High Availability > Link and Path Monitoring. Click
Path Monitoring. Set Option correctly. Set Failure Condition to Any. Set Name,
IP Address, Failure Condition correctly. Set Default setting to Any. Check
Enabled button.","To verify Link Monitoring from GUI:
Navigate to Device > High Availability > Link and Path Monitoring. In the
Link Monitoring section, verify the correct interfaces are in the Link Group and
Group Failure Conditions Under the Link Monitoring section, verify Failure
Condition is set to Any. Verify Enabled button is checked.
To verify Path Monitoring from GUI:
Navigate to Device > High Availability > Link and Path Monitoring. In the
Path Monitoring section, verify Option is set correctly. Verify Failure Condition is
set to Any. Verify Name, IP Address, Failure Condition is set correctly. Verify
Default setting is set to Any. Verify Enabled button is checked.","1. “PAN-OS Administrator's Guide 11.1 (English) - High Availability"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-high-availability","CIS Palo Alto Firewall 10 Benchmark"
"Ensure 'Passive Link State' and 'Preemptive' are configured appropriately","3.3","Ensure 'Passive Link State' and 'Preemptive' are configured appropriately","","Level 1","","false","Set the Passive Link State to auto, and uncheck the Preemptive option to disable it.

Default Value:
Not Configured","Simultaneously enabling the 'Preemptive' option and setting the 'Passive Link State'
option to 'Shutdown' could cause a 'preemptive loop' if Link and Path Monitoring are
both configured. This will negatively impact the availability of the firewall and network
services, should a monitored failure occur.","Incorrectly configuring this setting will adversely affect availability, rather than positively
affect it.","To set Active/Passive Settings correctly:
Navigate to Device > High Availability > General > Active/Passive
Settings.
Set Passive Link State to auto.
To set Election Settings correctly:
Navigate to Device > High Availability > Election Settings.
Set Preemptive to be disabled.","To ensure Active/Passive Settings are configured correctly:
Navigate to Device > High Availability > General > Active/Passive
Settings.
Verify Passive Link State is set to auto.
To ensure Election Settings are configured correctly:
Navigate to Device > High Availability > Election Settings.
Verify Preemptive is disabled.","1. “PAN-OS Administrator's Guide 11.1 (English) - High Availability"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-high-availability","CIS Palo Alto Firewall 10 Benchmark"
