"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure operations on legacy registry (v1) are Disabled","2.13","Ensure operations on legacy registry (v1) are Disabled","","Level 1","","","Scoring: Scored

The latest Docker registry is v2. All operations on the legacy registry version (v1) should be
restricted.

Default Value:
By default, legacy registry operations are allowed.","Docker registry v2 brings in many performance and security improvements over v1. It
supports container image provenance and other security features such as image signing
and verification. Hence, operations on Docker legacy registry should be restricted.","Legacy registry operations would be restricted.","Start the docker daemon as below:
dockerd --disable-legacy-registry","ps -ef | grep dockerd
The above command should list --disable-legacy-registry as an option passed to the
docker daemon.","1. https://docs.docker.com/edge/engine/reference/commandline/dockerd/#legacy-
registries
2. https://docs.docker.com/registry/spec/api/
3. https://the.binbashtheory.com/creating-private-docker-registry-2-0-with-token-
authentication-service/
4. https://blog.docker.com/2015/07/new-tool-v1-registry-docker-trusted-registry-
v2-open-source/
5. http://www.slideshare.net/Docker/docker-registry-v2","CIS Docker Community Edition Benchmark"
"Ensure live restore is Enabled","2.14","Ensure live restore is Enabled","","Level 1","","","Scoring: Scored

The --live-restore enables full support of daemon-less containers in docker. It ensures
that docker does not stop containers on shutdown or restore and properly reconnects to
the container when restarted.

Default Value:
By default, --live-restore is not enabled.","One of the important security triads is availability. Setting --live-restore flag in the
docker daemon ensures that container execution is not interrupted when the docker
daemon is not available. This also means that it is now easier to update and patch the
docker daemon without execution downtime.","None.","Run the docker in daemon mode and pass --live-restore as an argument.
For Example,
dockerd --live-restore","Run docker info and ensure that the Live Restore Enabled property is set to true.
docker info --format '{{ .LiveRestoreEnabled }}'
Alternatively run the below command and ensure that --live-restore is used.
ps -ef | grep dockerd","1. https://docs.docker.com/engine/admin/live-restore/","CIS Docker Community Edition Benchmark"
"Ensure Userland Proxy is Disabled","2.15","Ensure Userland Proxy is Disabled","","Level 1","","","Scoring: Scored

The docker daemon starts a userland proxy service for port forwarding whenever a port is
exposed. Where hairpin NAT is available, this service is generally superfluous to
requirements and can be disabled.

Default Value:
By default, the userland proxy is enabled.","Docker engine provides two mechanisms for forwarding ports from the host to containers,
hairpin NAT, and a userland proxy. In most circumstances, the hairpin NAT mode is
preferred as it improves performance and makes use of native Linux iptables functionality
instead of an additional component.
Where hairpin NAT is available, the userland proxy should be disabled on startup to reduce
the attack surface of the installation.","Some systems with older Linux kernels may not be able to support hairpin NAT and
therefore require the userland proxy service. Also, some networking setups can be
impacted by the removal of the userland proxy.","Run the Docker daemon as below:
dockerd --userland-proxy=false","ps -ef | grep dockerd
Ensure that the --userland-proxy parameter is set to false.","1. http://windsock.io/the-docker-proxy/
2. https://github.com/docker/docker/issues/14856
3. https://github.com/docker/docker/issues/22741
4. https://docs.docker.com/engine/userguide/networking/default_network/binding/","CIS Docker Community Edition Benchmark"
"Ensure daemon-wide custom seccomp profile is applied, if needed","2.16","Ensure daemon-wide custom seccomp profile is applied, if needed","","Level 2","","","Scoring: Not Scored

You can choose to apply your custom seccomp profile at the daemon-wide level if needed
and override Docker's default seccomp profile.

Default Value:
By default, Docker applies a seccomp profile.","A large number of system calls are exposed to every userland process with many of them
going unused for the entire lifetime of the process. Most of the applications do not need all
the system calls and thus benefit by having a reduced set of available system calls. The
reduced set of system calls reduces the total kernel surface exposed to the application and
thus improvises application security.
You could apply your own custom seccomp profile instead of Docker's default seccomp
profile. Alternatively, if Docker's default profile is good for your environment, you can
choose to ignore this recommendation.","A misconfigured seccomp profile could possibly interrupt your container environment.
Docker-default blocked calls have been carefully scrutinized. These address some critical
vulnerabilities/issues within container environments (for example, kernel key ring calls).
So, you should be very careful while overriding the defaults.","By default, Docker's default seccomp profile is applied. If this is good for your environment,
no action is necessary. Alternatively, if you choose to apply your own seccomp profile, use
the --seccomp-profile flag at daemon start or put it in the daemon runtime parameters
file.
dockerd --seccomp-profile </path/to/seccomp/profile>","Run the below command and review the seccomp profile listed in the Security Options
section. If it is default, that means, Docker's default seccomp profile is applied.
docker info --format '{{ .SecurityOptions }}'","1. https://docs.docker.com/engine/security/seccomp/
2. https://github.com/docker/docker/pull/26276","CIS Docker Community Edition Benchmark"
"Ensure experimental features are avoided in production","2.17","Ensure experimental features are avoided in production","","Level 1","","","Scoring: Scored

Avoid experimental features in production.

Default Value:
By default, experimental features are not activated on the docker daemon.","Experimental is now a runtime docker daemon flag instead of a separate build. Passing --
experimental as a runtime flag to the docker daemon, activates experimental features.
Experimental is now considered a stable release, but with a couple of features which might
not have tested and guaranteed API stability.","None","Do not pass --experimental as a runtime parameter to the docker daemon.","Run the below command and ensure that the Experimental property is set to false in the
Server section.
docker version --format '{{ .Server.Experimental }}'","1. https://docs.docker.com/edge/engine/reference/commandline/dockerd/#options","CIS Docker Community Edition Benchmark"
"Ensure containers are restricted from acquiring new privileges","2.18","Ensure containers are restricted from acquiring new privileges","","Level 1","","","Scoring: Scored

Restrict containers from acquiring additional privileges via suid or sgid bits, by default.

Default Value:
By default, containers are not restricted from acquiring new privileges.","A process can set the no_new_priv bit in the kernel. It persists across fork, clone and
execve. The no_new_priv bit ensures that the process or its children processes do not gain
any additional privileges via suid or sgid bits. This way a lot of dangerous operations
become a lot less dangerous because there is no possibility of subverting privileged
binaries.
Setting this at the daemon level ensures that by default all new containers are restricted
from acquiring new privileges.","no_new_priv prevents LSMs like SELinux from transitioning to process labels that have
access not allowed to the current process.","Run the Docker daemon as below:
dockerd --no-new-privileges","ps -ef | grep dockerd
Ensure that the --no-new-privileges parameter is present and is not set to false.","1. https://github.com/moby/moby/pull/29984
2. https://github.com/moby/moby/pull/20727","CIS Docker Community Edition Benchmark"
"Ensure that docker.service file ownership is set to root:root","3.1","Ensure that docker.service file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the docker.service file ownership and group-ownership are correctly set to
root.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable. By default, if the file is present, the ownership and group-ownership for this file
is correctly set to root.","docker.service file contains sensitive parameters that may alter the behavior of Docker
daemon. Hence, it should be owned and group-owned by root to maintain the integrity of
the file.","None.","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.service
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to set the ownership and group
ownership for the file to root.
For example,
chown root:root /usr/lib/systemd/system/docker.service","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.service
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to verify that the file is owned and
group-owned by root.
For example,
stat -c %U:%G /usr/lib/systemd/system/docker.service | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/engine/admin/systemd/","CIS Docker Community Edition Benchmark"
"Ensure that docker.service file permissions are set to 644 or more restrictive","3.2","Ensure that docker.service file permissions are set to 644 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the docker.service file permissions are correctly set to 644 or more restrictive.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable. By default, if the file is present, the file permissions are correctly set to 644.","docker.service file contains sensitive parameters that may alter the behavior of Docker
daemon. Hence, it should not be writable by any other user other than root to maintain the
integrity of the file.","None.","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.service
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to set the file permissions to 644.
For example,
chmod 644 /usr/lib/systemd/system/docker.service","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.service
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to verify that the file permissions are
set to 644 or more restrictive.
For example,
stat -c %a /usr/lib/systemd/system/docker.service","1. https://docs.docker.com/articles/systemd/","CIS Docker Community Edition Benchmark"
"Ensure that docker.socket file ownership is set to root:root","3.3","Ensure that docker.socket file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the docker.socket file ownership and group ownership is correctly set to root.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable. By default, if the file is present, the ownership and group-ownership for this file
is correctly set to root.","docker.socket file contains sensitive parameters that may alter the behavior of Docker
remote API. Hence, it should be owned and group-owned by root to maintain the integrity
of the file.","None.","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.socket
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to set the ownership and group
ownership for the file to root.
For example,
chown root:root /usr/lib/systemd/system/docker.socket","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.socket
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to verify that the file is owned and
group-owned by root.
For example,
stat -c %U:%G /usr/lib/systemd/system/docker.socket | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/engine/reference/commandline/dockerd/#daemon-
socket-option
2. https://github.com/docker/docker-
ce/blob/master/components/packaging/deb/systemd/docker.socket","CIS Docker Community Edition Benchmark"
"Ensure that docker.socket file permissions are set to 644 or more restrictive","3.4","Ensure that docker.socket file permissions are set to 644 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the docker.socket file permissions are correctly set to 644 or more restrictive.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable. By default, if the file is present, the file permissions for this file are correctly set
to 644.","docker.socket file contains sensitive parameters that may alter the behavior of Docker
remote API. Hence, it should be writable only by root to maintain the integrity of the file.","None.","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.socket
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to set the file permissions to 644.
For example,
chmod 644 /usr/lib/systemd/system/docker.socket","Step 1: Find out the file location:
systemctl show -p FragmentPath docker.socket
Step 2: If the file does not exist, this recommendation is not applicable. If the file exists,
execute the below command with the correct file path to verify that the file permissions are
set to 644 or more restrictive.
For example,
stat -c %a /usr/lib/systemd/system/docker.socket","1. https://docs.docker.com/engine/reference/commandline/dockerd/#bind-docker-
to-another-hostport-or-a-unix-socket
2. https://github.com/YungSang/fedora-atomic-
packer/blob/master/oem/docker.socket
3. http://daviddaeschler.com/2014/12/14/centos-7rhel-7-and-docker-containers-
on-boot/","CIS Docker Community Edition Benchmark"
"Ensure that /etc/docker directory ownership is set to root:root","3.5","Ensure that /etc/docker directory ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the /etc/docker directory ownership and group-ownership is correctly set to
root.

Default Value:
By default, the ownership and group-ownership for this directory is correctly set to root.","/etc/docker directory contains certificates and keys in addition to various sensitive files.
Hence, it should be owned and group-owned by root to maintain the integrity of the
directory.","None.","chown root:root /etc/docker
This would set the ownership and group-ownership for the directory to root.","Execute the below command to verify that the directory is owned and group-owned by
root:
stat -c %U:%G /etc/docker | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that /etc/docker directory permissions are set to 755 or more restrictive","3.6","Ensure that /etc/docker directory permissions are set to 755 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the /etc/docker directory permissions are correctly set to 755 or more
restrictive.

Default Value:
By default, the permissions for this directory are correctly set to 755.","/etc/docker directory contains certificates and keys in addition to various sensitive files.
Hence, it should only be writable by root to maintain the integrity of the directory.","None.","chmod 755 /etc/docker
This would set the permissions for the directory to 755.","Execute the below command to verify that the directory has permissions of 755 or more
restrictive:
stat -c %a /etc/docker","1. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that registry certificate file ownership is set to root:root","3.7","Ensure that registry certificate file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that all the registry certificate files (usually found under
/etc/docker/certs.d/<registry-name> directory) are owned and group-owned by root.

Default Value:
By default, the ownership and group-ownership for registry certificate files is correctly set
to root.","/etc/docker/certs.d/<registry-name> directory contains Docker registry certificates.
These certificate files must be owned and group-owned by root to maintain the integrity of
the certificates.","None.","chown root:root /etc/docker/certs.d/<registry-name>/*
This would set the ownership and group-ownership for the registry certificate files to root.","Execute the below command to verify that the registry certificate files are owned and
group-owned by root:
stat -c %U:%G /etc/docker/certs.d/* | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/registry/insecure/","CIS Docker Community Edition Benchmark"
"Ensure that registry certificate file permissions are set to 444 or more restrictive","3.8","Ensure that registry certificate file permissions are set to 444 or more restrictive","","Level 1","","","Scoring: Scored

Verify that all the registry certificate files (usually found under
/etc/docker/certs.d/<registry-name> directory) have permissions of 444 or more
restrictive.

Default Value:
By default, the permissions for registry certificate files might not be 444. The default file
permissions are governed by the system or user specific umaskvalues.","/etc/docker/certs.d/<registry-name> directory contains Docker registry certificates.
These certificate files must have permissions of 444 to maintain the integrity of the
certificates.","None.","chmod 444 /etc/docker/certs.d/<registry-name>/*
This would set the permissions for registry certificate files to 444.","Execute the below command to verify that the registry certificate files have permissions of
444 or more restrictive:
stat -c %a /etc/docker/certs.d/<registry-name>/*","1. https://docs.docker.com/registry/insecure/","CIS Docker Community Edition Benchmark"
"Ensure that TLS CA certificate file ownership is set to root:root","3.9","Ensure that TLS CA certificate file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the TLS CA certificate file (the file that is passed alongwith --tlscacert
parameter) is owned and group-owned by root.

Default Value:
By default, the ownership and group-ownership for TLS CA certificate file is correctly set to
root.","The TLS CA certificate file should be protected from any tampering. It is used to
authenticate Docker server based on given CA certificate. Hence, it must be owned and
group-owned by root to maintain the integrity of the CA certificate.","None.","chown root:root <path to TLS CA certificate file>
This would set the ownership and group-ownership for the TLS CA certificate file to root.","Execute the below command to verify that the TLS CA certificate file is owned and group-
owned by root:
stat -c %U:%G <path to TLS CA certificate file> | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that TLS CA certificate file permissions are set to 444 or more restrictive","3.10","Ensure that TLS CA certificate file permissions are set to 444 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the TLS CA certificate file (the file that is passed alongwith --tlscacert
parameter) has permissions of 444 or more restrictive.

Default Value:
By default, the permissions for TLS CA certificate file might not be 444. The default file
permissions are governed by the system or user specific umask values.","The TLS CA certificate file should be protected from any tampering. It is used to
authenticate Docker server based on given CA certificate. Hence, it must have permissions
of 444 to maintain the integrity of the CA certificate.","None.","chmod 444 <path to TLS CA certificate file>
This would set the file permissions of the TLS CA file to 444.","Execute the below command to verify that the TLS CA certificate file has permissions of 444
or more restrictive:
stat -c %a <path to TLS CA certificate file>","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that Docker server certificate file ownership is set to root:root","3.11","Ensure that Docker server certificate file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the Docker server certificate file (the file that is passed alongwith --tlscert
parameter) is owned and group-owned by root.

Default Value:
By default, the ownership and group-ownership for Docker server certificate file is
correctly set to root.","The Docker server certificate file should be protected from any tampering. It is used to
authenticate Docker server based on the given server certificate. Hence, it must be owned
and group-owned by root to maintain the integrity of the certificate.","None.","chown root:root <path to Docker server certificate file>
This would set the ownership and group-ownership for the Docker server certificate file to
root.","Execute the below command to verify that the Docker server certificate file is owned and
group-owned by root:
stat -c %U:%G <path to Docker server certificate file> | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that Docker server certificate file permissions are set to 444 or more restrictive","3.12","Ensure that Docker server certificate file permissions are set to 444 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the Docker server certificate file (the file that is passed alongwith --tlscert
parameter) has permissions of 444 or more restrictive.

Default Value:
By default, the permissions for Docker server certificate file might not be 444. The default
file permissions are governed by the system or user specific umask values.","The Docker server certificate file should be protected from any tampering. It is used to
authenticate Docker server based on the given server certificate. Hence, it must have
permissions of 444 to maintain the integrity of the certificate.","None.","chmod 444 <path to Docker server certificate file>
This would set the file permissions of the Docker server file to 444.","Execute the below command to verify that the Docker server certificate file has
permissions of 444 or more restrictive:
stat -c %a <path to Docker server certificate file>","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that Docker server certificate key file ownership is set to root:root","3.13","Ensure that Docker server certificate key file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the Docker server certificate key file (the file that is passed alongwith --tlskey
parameter) is owned and group-owned by root.

Default Value:
By default, the ownership and group-ownership for Docker server certificate key file is
correctly set to root.","The Docker server certificate key file should be protected from any tampering or unneeded
reads. It holds the private key for the Docker server certificate. Hence, it must be owned
and group-owned by root to maintain the integrity of the Docker server certificate.","None.","chown root:root <path to Docker server certificate key file>
This would set the ownership and group-ownership for the Docker server certificate key
file to root.","Execute the below command to verify that the Docker server certificate key file is owned
and group-owned by root:
stat -c %U:%G <path to Docker server certificate key file> | grep -v
root:root
The above command should not return anything.","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that Docker server certificate key file permissions are set to 400","3.14","Ensure that Docker server certificate key file permissions are set to 400","","Level 1","","","Scoring: Scored

Verify that the Docker server certificate key file (the file that is passed alongwith --tlskey
parameter) has permissions of 400.

Default Value:
By default, the permissions for Docker server certificate key file might not be 400. The
default file permissions are governed by the system or user specific umask values.","The Docker server certificate key file should be protected from any tampering or unneeded
reads. It holds the private key for the Docker server certificate. Hence, it must have
permissions of 400 to maintain the integrity of the Docker server certificate.","None.","chmod 400 <path to Docker server certificate key file>
This would set the Docker server certificate key file permissions to 400.","Execute the below command to verify that the Docker server certificate key file has
permissions of 400:
stat -c %a <path to Docker server certificate key file>","1. https://docs.docker.com/registry/insecure/
2. https://docs.docker.com/engine/security/https/","CIS Docker Community Edition Benchmark"
"Ensure that Docker socket file ownership is set to root:docker","3.15","Ensure that Docker socket file ownership is set to root:docker","","Level 1","","","Scoring: Scored

Verify that the Docker socket file is owned by root and group-owned by docker.

Default Value:
By default, the ownership and group-ownership for Docker socket file is correctly set to
root:docker.","Docker daemon runs as root. The default Unix socket hence must be owned by root. If any
other user or process owns this socket, then it might be possible for that non-privileged
user or process to interact with Docker daemon. Also, such a non-privileged user or
process might interact with containers. This is neither secure nor desired behavior.
Additionally, the Docker installer creates a Unix group called docker. You can add users to
this group, and then those users would be able to read and write to default Docker Unix
socket. The membership to the docker group is tightly controlled by the system
administrator. If any other group owns this socket, then it might be possible for members
of that group to interact with Docker daemon. Also, such a group might not be as tightly
controlled as the docker group. This is neither secure nor desired behavior.
Hence, the default Docker Unix socket file must be owned by root and group-owned by
docker to maintain the integrity of the socket file.","None.","chown root:docker /var/run/docker.sock
This would set the ownership to root and group-ownership to docker for default Docker
socket file.","Execute the below command to verify that the Docker socket file is owned by root and
group-owned by docker:
stat -c %U:%G /var/run/docker.sock | grep -v root:docker
The above command should not return anything.","1. https://docs.docker.com/engine/reference/commandline/dockerd/#daemon-
socket-option
2. https://docs.docker.com/engine/reference/commandline/dockerd/#bind-docker-
to-another-hostport-or-a-unix-socket","CIS Docker Community Edition Benchmark"
"Ensure that Docker socket file permissions are set to 660 or more restrictive","3.16","Ensure that Docker socket file permissions are set to 660 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the Docker socket file has permissions of 660 or more restrictive.

Default Value:
By default, the permissions for Docker socket file is correctly set to 660.","Only root and members of docker group should be allowed to read and write to default
Docker Unix socket. Hence, the Docket socket file must have permissions of 660 or more
restrictive.","None.","chmod 660 /var/run/docker.sock
This would set the file permissions of the Docker socket file to 660.","Execute the below command to verify that the Docker socket file has permissions of 660 or
more restrictive:
stat -c %a /var/run/docker.sock","1. https://docs.docker.com/engine/reference/commandline/dockerd/#daemon-
socket-option
2. https://docs.docker.com/engine/reference/commandline/dockerd/#bind-docker-
to-another-hostport-or-a-unix-socket","CIS Docker Community Edition Benchmark"
"Ensure that daemon.json file ownership is set to root:root","3.17","Ensure that daemon.json file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the daemon.json file ownership and group-ownership is correctly set to root.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable.","daemon.json file contains sensitive parameters that may alter the behavior of docker
daemon. Hence, it should be owned and group-owned by root to maintain the integrity of
the file.","None.","chown root:root /etc/docker/daemon.json
This would set the ownership and group-ownership for the file to root.","Execute the below command to verify that the file is owned and group-owned by root:
stat -c %U:%G /etc/docker/daemon.json | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/engine/reference/commandline/dockerd/#daemon-
configuration-file","CIS Docker Community Edition Benchmark"
"Ensure that daemon.json file permissions are set to 644 or more restrictive","3.18","Ensure that daemon.json file permissions are set to 644 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the daemon.json file permissions are correctly set to 644 or more restrictive.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable.","daemon.json file contains sensitive parameters that may alter the behavior of docker
daemon. Hence, it should be writable only by root to maintain the integrity of the file.","None.","chmod 644 /etc/docker/daemon.json
This would set the file permissions for this file to 644.","Execute the below command to verify that the file permissions are correctly set to 644 or
more restrictive:
stat -c %a /etc/docker/daemon.json","1. https://docs.docker.com/engine/reference/commandline/dockerd/#daemon-
configuration-file","CIS Docker Community Edition Benchmark"
"Ensure that /etc/default/docker file ownership is set to root:root","3.19","Ensure that /etc/default/docker file ownership is set to root:root","","Level 1","","","Scoring: Scored

Verify that the /etc/default/docker file ownership and group-ownership is correctly set
to root.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable.","/etc/default/docker file contains sensitive parameters that may alter the behavior of
docker daemon. Hence, it should be owned and group-owned by root to maintain the
integrity of the file.","None.","chown root:root /etc/default/docker
This would set the ownership and group-ownership for the file to root.","Execute the below command to verify that the file is owned and group-owned by root:
stat -c %U:%G /etc/default/docker | grep -v root:root
The above command should not return anything.","1. https://docs.docker.com/engine/admin/configuring/","CIS Docker Community Edition Benchmark"
"Ensure that /etc/default/docker file permissions are set to 644 or more restrictive","3.20","Ensure that /etc/default/docker file permissions are set to 644 or more restrictive","","Level 1","","","Scoring: Scored

Verify that the /etc/default/docker file permissions are correctly set to 644 or more
restrictive.

Default Value:
This file may not be present on the system. In that case, this recommendation is not
applicable.","/etc/default/docker file contains sensitive parameters that may alter the behavior of
docker daemon. Hence, it should be writable only by root to maintain the integrity of the
file.","None.","chmod 644 /etc/default/docker
This would set the file permissions for this file to 644.","Execute the below command to verify that the file permissions are correctly set to 644 or
more restrictive:
stat -c %a /etc/default/docker","1. https://docs.docker.com/engine/admin/configuring/","CIS Docker Community Edition Benchmark"
"Ensure a user for the container has been created","4.1","Ensure a user for the container has been created","","Level 1","","","Scoring: Scored

Create a non-root user for the container in the Dockerfile for the container image.

Default Value:
By default, the containers are run with rootprivileges and as user rootinside the container.","It is a good practice to run the container as a non-root user, if possible. Though user
namespace mapping is now available, if a user is already defined in the container image, the
container is run as that user by default and specific user namespace remapping is not
required.","None.","Ensure that the Dockerfile for the container image contains below instruction:
USER <username or ID>
where username or ID refers to the user that could be found in the container base image. If
there is no specific user created in the container base image, then add a useradd command
to add the specific user before USER instruction.
For example, add the below lines in the Dockerfile to create a user in the container:
RUN useradd -d /home/username -m -s /bin/bash username
USER username
Note: If there are users in the image that the containers do not need, consider deleting
them. After deleting those users, commit the image and then generate new instances of
containers for use.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}: User={{
.Config.User }}'
The above command should return container username or user ID. If it is blank it means,
the container is running as root.","1. https://github.com/docker/docker/issues/2918
2. https://github.com/docker/docker/pull/4572
3. https://github.com/docker/docker/issues/7906","CIS Docker Community Edition Benchmark"
"Ensure that containers use trusted base images","4.2","Ensure that containers use trusted base images","","Level 1","","","Scoring: Not Scored

Ensure that the container image is written either from scratch or is based on another
established and trusted base image downloaded over a secure channel.

Default Value:
Not Applicable.","Official repositories are Docker images curated and optimized by the Docker community or
the vendor. There could be other potentially unsafe public repositories. Caution should be
exercised when obtaining container images from Docker and third parties to how they will
be used for your organization's data.","None."," Configure and use Docker Content trust.
 Inspect Docker image history to evaluate their risk to operate on your network.
 Scan Docker images for vulnerabilities in their dependencies and configurations
they will impose upon your network.","Step 1 - Inspect the Docker host for Docker images used by executing the below command:
docker images
This would list all the container images that are currently available for use on the Docker
host. Interview the system administrator and obtain a proof of evidence that the list of
images was obtained from trusted source over a secure channel or from a trusted, secure
private Docker registry.
Step 2 - For each Docker image found on the Docker host, inspect the image for how it was
built to verify if from trusted sources and hardened configuration:
docker history <imageName>","1. https://titanous.com/posts/docker-insecurity
2. https://registry.hub.docker.com/
3. http://blog.docker.com/2014/10/docker-1-3-signed-images-process-injection-
security-options-mac-shared-directories/
4. https://github.com/docker/docker/issues/8093
5. https://docs.docker.com/engine/reference/commandline/pull/
6. https://github.com/docker/docker/pull/11109
7. https://blog.docker.com/2015/11/docker-trusted-registry-1-4/","CIS Docker Community Edition Benchmark"
"Ensure images are scanned and rebuilt to include security patches","4.4","Ensure images are scanned and rebuilt to include security patches","","Level 1","","","Scoring: Not Scored

Images should be scanned ""frequently"" for any vulnerabilities. Rebuild the images to
include patches and then instantiate new containers from it.

Default Value:
By default, containers and images are not updated of their own.","Vulnerabilities are loopholes/bugs that can be exploited and security patches are updates
to resolve these vulnerabilities. We can use image vulnerability scanning tools to find any
kind of vulnerabilities within the images and then check for available patches to mitigate
these vulnerabilities. Patches update the system to the most recent code base. Being on the
current code base is important because that's where vendors focus on fixing problems.
Evaluate the security patches before applying and follow the patching best practices.
Also, it would be better if, image vulnerability scanning tools could perform binary level
analysis or hash based verification instead of just version string matching.","None","Follow the below steps to rebuild the images with security patches:
Step 1: Pull all the base images (i.e., given your set of Dockerfiles, extract all images
declared in FROM instructions, and re-pull them to check for an updated/patched versions).
Patch the packages within the images too.
docker pull
Step 2: Force a rebuild of each image:
docker build --no-cache
Step 3: Restart all containers with the updated images.
You could also use ONBUILD directive in the Dockerfile to trigger particular update
instructions for images that you know are used as base images frequently.","Step 1: List all the running instances of containers by executing below command:
docker ps --quiet
Step 2: For each container instance, execute the below or equivalent command to find the
list of packages installed within the container. Ensure that the security updates for various
affected packages are installed.
docker exec $INSTANCE_ID rpm -qa
Alternatively, you could run image vulnerability scanning tools which can scan all the
images in your ecosystem and then apply patches for the detected vulnerabilities based on
your patch management procedures.","1. https://docs.docker.com/userguide/dockerimages/
2. https://docs.docker.com/docker-cloud/builds/image-scan/
3. https://blog.docker.com/2016/05/docker-security-scanning/
4. https://docs.docker.com/engine/reference/builder/#/onbuild","CIS Docker Community Edition Benchmark"
"Ensure Content trust for Docker is Enabled","4.5","Ensure Content trust for Docker is Enabled","","Level 2","","","Scoring: Scored

Content trust is disabled by default. You should enable it.

Default Value:
By default, content trust is disabled.","Content trust provides the ability to use digital signatures for data sent to and received
from remote Docker registries. These signatures allow client-side verification of the
integrity and publisher of specific image tags. This ensures provenance of container images.","In an environment where DOCKER_CONTENT_TRUST is set, you are required to follow trust
procedures while working with images - build, create, pull, pushand run. You can use the
--disable-content-trust flag to run individual operations on tagged images without
content trust on an as-needed basis but that defeats the purpose of enabling content trust
and hence, should be avoided wherever possible.
Note: Content trust is currently only available for users of the public Docker Hub. It is
currently not available for the Docker Trusted Registry or for private registries.","To enable content trust in a bash shell, enter the following command:
export DOCKER_CONTENT_TRUST=1
Alternatively, set this environment variable in your profile file so that content trust in
enabled on every login.","echo $DOCKER_CONTENT_TRUST
This should return 1.","1. https://docs.docker.com/engine/security/trust/content_trust/
2. https://docs.docker.com/engine/reference/commandline/cli/#notary
3. https://docs.docker.com/engine/reference/commandline/cli/#environment-
variables","CIS Docker Community Edition Benchmark"
