"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Virtual patching on the local-in management interface","2.4.8","Virtual patching on the local-in management interface","System Settings - Administrators and Admin Profiles","Level 1","","true","Allow virtual patching to be applied to traffic destined to the FortiGate by applying IPS
signatures to the local in interface using local in policies. Attacks geared towards GUI
and SSH management access, for example, can be mitigated using IPS signatures
pushed from FortiGuard, thereby virtually patching these vulnerabilities.
The FortiGate must have a valid FMWR (Firmware) license to install the FMWP
database. The FMWP database can be viewed by running the diagnose autoupdate
versions command.

Default Value:
Disabled","Patches require scheduling of downtime, which means there is some attack window
from the time Fortinet announced the vulnerability to when patch is applied. To minimise
the risk, virtual patching on GUI and SSH management access is needed.","","On CLI:
config firewall local-in-policy
edit <id>
set virtual-patch enable
next
end","On CLI:
config firewall local-in-policy
show
Ensure that virtual-patch is enabled for those policy that is allowing traffic.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/393161","CIS FortiGate 7.4.x Benchmark"
"Ensure High Availability configuration is enabled","2.5.1","Ensure High Availability configuration is enabled","System Settings - High Availability","Level 2","","true","Ensure that FortiGate devices are configured for High Availability (HA).

Default Value:
N/A","Configuring High Availability (HA) increases system availability as well as decreases
impact of routine maintenance (Firmware updates, cable moves, etc.) and the the
impact of device failure.","Not having High Availability (HA) configured correctly and synced properly impacts the
availability of the FortiGate devices as well as any systems that require traversing the
FortiGates. With properly configured HA in place outages can be minimized during
firmware updates as well as if there are power outages or device failures.","In GUI:
1. Navigate to ""System"" and then ""HA""
2. Ensure ""Mode"" is set to proper setting ""Active-Active"" or ""Active-Passive""
3. Review Configuration settings:
- ""Cluster Name"" must match on devices
- ""Password"" Must match on devices
- ""Heartbeat Interfaces"" need to be defined on devices
4. Click ""OK"" to save changes and exit
In CLI:
FGT1 # config system ha
FGT1 (ha) # set mode a-p ###(Active-Passive)
FGT1 (ha) # set group-name ""FGT-HA"" ###(Set cluster name)
FGT1 (ha) # set password ******* ###(Set password)
FGT1 (ha) # set hbdev port10 50 ###(Set Heartbeat
Interface and priority)
FGT1 (ha) # end
To review configuration in CLI:
FGT1 # config system ha
FGT1 (ha) # show
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpOV5V+e388EcwsOOMsXBZOw==
set hbdev ""port10"" 50
set override disable
end","In GUI:
1. Navigate to ""System"" and then ""HA""
2. Ensure ""Mode"" is set to proper setting ""Active-Active"" or ""Active-Passive""
3. Review Configuration settings:
- ""Cluster Name"" must match on devices
- ""Password"" Must match on devices
- ""Heartbeat Interfaces"" need to be defined on devices
4. Click ""OK"" to save changes and exit
In CLI:
FGT1 # config system ha
FGT1 (ha) # set mode a-p ###(Active-Passive)
FGT1 (ha) # set group-name ""FGT-HA"" ###(Set cluster name)
FGT1 (ha) # set password ******* ###(Set password)
FGT1 (ha) # set hbdev port10 50 ###(Set Heartbeat
Interface and priority)
FGT1 (ha) # end
To review configuration in CLI:
FGT1 # config system ha
FGT1 (ha) # show
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpOV5V+e388EcwsOOMsXBZOw==
set hbdev ""port10"" 50
set override disable
end","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/357558
2. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/900885","CIS FortiGate 7.4.x Benchmark"
"Ensure ""Monitor Interfaces"" for High Availability devices is enabled","2.5.2","Ensure ""Monitor Interfaces"" for High Availability devices is enabled","System Settings - High Availability","Level 1","","true","Configure Interface Monitoring within High Availability settings. Interface Monitoring
should be enabled on all critical interfaces.

Default Value:
N/A","With Interface Monitoring enabled on devices, failover can occur if there are
physical media issues or issues with the specific port to which the FortiGate is
connected.","Not configuring Interface Monitoring can directly impact services due to a failure to
trigger a High Availability failover if an interface is impacted only on the primary device
and is not being monitored. Without the Interface Monitoring enabled, failover
would be limited to hardware, system, or power faults.","To remediate from GUI:
1. Go to System > HA.
2. Under ""Monitor Interfaces"" select all applicable interfaces.
3. Select ""OK"".
To validate from CLI:
FGT1 # config system ha
FGT1 (ha) # set monitor ""port6"" ""port7""
FGT1 (ha) # show ###To Review changes to monitored interfaces before
applying
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpiTE+12xAHz7lA3EoYZzf8A==
set override disable
set monitor ""port6"" ""port7""
end","To validate from GUI:
1. Go to System > HA.
2. Under ""Monitor Interfaces"" validate all applicable interfaces are
selected.
3. Select ""OK"".
To validate from CLI:
FGT1 # config system ha
FGT1 (ha) # show
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpiTE+12xAHz7lA3EoYZzf8A==
set override disable
set monitor ""port6"" ""port7"" ###Validate proper interfaces are present
end","1. https://docs.fortinet.com/document/fortigate/6.0.0/best-
practices/498515/interface-monitoring-port-monitoring","CIS FortiGate 7.4.x Benchmark"
"Ensure HA Reserved Management Interface is configured","2.5.3","Ensure HA Reserved Management Interface is configured","System Settings - High Availability","Level 1","","true","Ensure Reserved Management Interfaces are configured on HA devices.

Default Value:
N/A","To be able to access both the primary and secondary firewalls in an HA cluster,
Reserved Management Interfaces need to be configured to prevent them from
syncing with HA and sharing a virtual MAC address.","Not configuring Reserved Management Interfaces impacts the ability to access
secondary devices directly due to the primary and secondary devices syncing
configuration exactly and floating a virtualized mac address between them for failover.","Remediate through the GUI:
1. Go to System > HA edit the ""Master"" device.
2. Enable ""Management Interface Reservation"" once this is enabled select an
an interface, and configure the appropriate gateway.
Remediate through the CLI:
FGT1 #config system ha
FGT1 (ha) # set ha-mgmt-status enable
FGT1 (ha) # config ha-mgmt-interfaces
FGT1 (ha-mgmt-interfaces) # edit 1
new entry '1' added
FGT1 (1) # set interface port6
FGT1 (1) # set gateway 10.10.10.1
FGT1 (1) # end
FGT1 (ha) # show
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpiTE+12xAHz7lA3EoYZzf8A==
set ha-mgmt-status enable
config ha-mgmt-interfaces
edit 1
set interface ""port6""
set gateway 10.10.10.1
next
end
set override disable
end
FGT1 (ha) # end","Review through the GUI:
1. Go to System > HA edit the ""Master"" device.
2. Verify that ""Management Interface Reservation"" is selected and there is an
interface, and gateway defined.
Review through the CLI:
FGT1 #config system ha
FGT1 (ha) # show
config system ha
set group-name ""FGT-HA""
set mode a-p
set password ENC
enrwD467hJmO6j6YW/l6FEOa1YNVYdo8Z5mCcTDEKUFpOVXcNYnPBmQDGX//ViXk6TkwNH0il5aJr
/fZY25lq+husndQHZVWp2LIlXmCv/n81U43nkZUWaIKvqkellGFbhv0/IHoOLzQPCsVcBbyrsgopr
YMvh6w7F06+nRriBtMNQxpiTE+12xAHz7lA3EoYZzf8A==
set ha-mgmt-status enable
config ha-mgmt-interfaces
edit 1
set interface ""port6""
set gateway 10.10.10.1
next
end
set override disable
end
Validate that set ha-mgmt-status is enabled and that config ha-mgmt-interfaces
has at least one entry with an interface and gateway defined.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/313152","CIS FortiGate 7.4.x Benchmark"
"Ensure High Availability Group-ID is configured","2.5.4","Ensure High Availability Group-ID is configured","System Settings - High Availability","Level 2","","true","Ensure that FortiGate High Availability (HA) configuration has non-default ""Group-ID""

Default Value:
The default ""Group-ID"" value is set to 0
3 Policy and Objects
This section contains best practices related to configuring firewall policies, Objects and
traffic shaping","High Availability (HA) allows a FortiGate cluster to float a virtual MAC address between
devices to minimize downtime if there is a failover event. This Virtual MAC address is
generated using the GROUP-ID so to prevent possible duplicate MAC addresses on
Layer 2 of the network configuring a non-default Group-ID is needed.","Not modifying the Group-ID attribute in HA could allow a duplicate MAC address from
another default FortiGate having HA configured which can cause problems if they are
both within the same network","To modify High Availability (HA) Group-ID
From the CLI:
FGT1 # config system ha
FGT1 (ha) # set group-id 10
FGT1 (ha) # end
FGT1 #
The Group ID can be any integer value from 0-1023
From the GUI:
1. System > HA
2. Select Primary device and either double click or single click and select
""Edit""
3. Under Cluster Settings enter a value in the ""Group ID""
4. Click OK to apply
The Group ID can be any integer value from 0-1023","In the CLI:
FGT1 # show sys ha
config system ha
set group-id 10
set group-name ""HAGROUP""
set mode a-p
set password ENC xxxxxxxx
set hbdev ""port7"" 50
set session-pickup enable
set override disable
set priority 200
end
Validate that ""group-id"" is present and not configured for the default of 0
In the GUI:
1. System > HA
2. Select the primary device and either double click to open or single click
and select edit
3. Under ""Cluster Settings"" Validate that ""Group ID"" is not 0 and has been
configured","","CIS FortiGate 7.4.x Benchmark"
"Ensure that unused policies are reviewed regularly","3.1","Ensure that unused policies are reviewed regularly","Policy and Objects","Level 2","","false","All firewall policies should be reviewed regularly to verify the business purpose. Unused
policies should be disabled and logged.
Recommendation to review twice per year or inline with BCP practice (Business
Continuity Plan). Some of the firewall policies will only be used during BCP, hence, the
hit count might show 0 if the review is done too often.

Default Value:
By default, the hit count value is 0 at the beginning.

Additional Information:
The CLI commands are only available after FortiOS 6.0. Before that, please use GUI.","By reviewing policies regularly, we can determine if the policies are still needed by the
business purpose. Thus, we can keep the firewall policies lean and efficient. It also
prevents traffic being allowed or blocked accidently.","","The remediation is to review and decide if you should delete unused policies.","In CLI, type ""diag firewall iprope show 100004 <policy_id>"". In this example, we'll verify
policy with ID of 32. We'll also need to clear the counter after each review so that we
can tell if the policy is still being used for the next review :
FGT1 # diag firewall iprope show 100004 32
idx=2 pkts/bytes=144967/135758174 asic_pkts/asic_bytes=0/0 flag=0x0 hit
count:663
FGT1 # diag firewall iprope clear 100004 32
In the GUI,
1. Go to Policy & Objects.
2. Click on Firewall Policy.
3. Make sure that either the columns ""Bytes"" or ""Hit Count"" are visible. To
display either one of them, move the cursor to the top row where all the
columns names are. Right click and select ""Bytes"" or ""Hit Count"" and click
OK. To clear the counter, right click on the ""Bytes"" or ""Hit Count"" columns
of that policy and click on ""Clear Counters"".","1. https://kb.fortinet.com/kb/documentLink.do?externalID=FD44631","CIS FortiGate 7.4.x Benchmark"
"Ensure that policies do not use ""ALL"" as Service","3.2","Ensure that policies do not use ""ALL"" as Service","Policy and Objects","Level 1","","true","Ensure that all security policies in effect clearly state which protocols / services they are
allowing.

Default Value:
By default, all new policy will have ""ALL"" in its service field.","This is to make sure that the firewall do not allow traffic with unauthorized
protocols/services by mistake.","","This is an example showing how to modify policy with ID of 2 to change the service from
""ALL"" to FTP and SNMP.
In CLI:
FGT1 # config firewall policy
FGT1 (policy) # edit 2
FGT1 (2) # set service ""FTP"" ""SNMP""
FGT1 (2) # end
FGT1 #
In the GUI,
1. Go to Policy & Objects.
2. Click on Firewall Policy.
3. Select the policy, click ""Edit"".
4. In the Service section, click on it and select FTP and SNMP. Click OK.","In CLI:
FGT1 # config firewall policy
FGT1 (policy) # show
TEST-FG-Third (policy) # show
config firewall policy
edit 1
set uuid d0eed832-bb73-51e6-c3da-3cd2ec201608
set srcintf ""internal""
set dstintf ""wan""
set srcaddr ""all""
set dstaddr ""all""
set action accept
set schedule ""always""
set service ""HTTPS"" ""HTTP""
set ssl-ssh-profile ""__tmp_no-inspection""
set nat enable
next
end
In the GUI,
1. Go to Policy & Objects.
2. Click on Firewall Policy.
Make sure that none of the policies use ""ALL"" as its service.","","CIS FortiGate 7.4.x Benchmark"
"Ensure firewall policy denying all traffic to/from Tor, malicious server, or scanner IP addresses using ISDB","3.3","Ensure firewall policy denying all traffic to/from Tor, malicious server, or scanner IP addresses using ISDB","Policy and Objects","Level 1","","true","Firewall policies should include a deny rule for traffic going to/from Tor, malicious
server, or scanner IP addresses using ISDB (Internet Service Database).","FortiGate includes Tor or malicious server related IP address using ISDB. The idea is to
filter out malicious traffic using firewall policies as first level filtering. This is done without
involving more resource intensive processes such as IPS inspection, hence optimizing
FortiGate's performance.","","Review firewall policies and ensure there are:
1. A firewall policy created to block inbound connections with these settings:
From: Any
To: Any
Source: ""Tor-Exit.Node"", ""Tor-Relay.Node"", ""Censys-Scanner"", ""Shodan-
Scanner"", ""Botnet-C&C.Server"", ""Phishing-Phishing.Server"", ""Proxy-
Proxy.Server"", ""Spam-Spamming.Server"", ""VPN-Anonymous.VPN"", and ""Malicious-
Malicious.Server""
Destination: all
Schedule: Always
Services: All
Action: Deny
Log Violation Traffic: Enabled
Enable this policy: Enabled
2. A firewall policy created to block outbound connections with these settings:
From: Any
To: Any
Source: All
Destination: ""Tor-Relay.Node"", ""Botnet-C&C.Server"", ""Phishing-
Phishing.Server"", ""Proxy-Proxy.Server"", ""Spam-Spamming.Server"", ""VPN-
Anonymous.VPN"", and ""Malicious-Malicious.Server""
Schedule: Always
Action: Deny
Log Violation Traffic: Enabled
Enable this policy: Enabled","Go to ""Policy & Objects"".
Validate that there is a firewall policy created to block inbound connections from
sources named ""Tor-Exit.Node"", ""Tor-Relay.Node"", ""Censys-Scanner"", ""Shodan-
Scanner"", ""Botnet-C&C.Server"", ""Phishing-Phishing.Server"", ""Proxy-Proxy.Server"",
""Spam-Spamming.Server"", ""VPN-Anonymous.VPN"", and ""Malicious-Malicious.Server""
on ""All"" services.
Validate that there is a firewall policy created to block outbound connections to
destination named ""Tor-Relay.Node"", ""Botnet-C&C.Server"", ""Phishing-Phishing.Server"",
""Proxy-Proxy.Server"", ""Spam-Spamming.Server"", ""VPN-Anonymous.VPN"", and
""Malicious-Malicious.Server"".
Note that these ISDBs is recommended as of December 2024 (FortiOS 7.4.5). Fortinet
might rollout additional ISDBs to be blocked in newer versions that is not covered in this
benchmark.","","CIS FortiGate 7.4.x Benchmark"
"Ensure logging is enabled on all firewall policies","3.4","Ensure logging is enabled on all firewall policies","Policy and Objects","Level 1","","true","Logging should be enabled for all firewall policies including the default implicit deny
policy.

Default Value:
Logging is disabled.","Firewall policies should log for all traffic (both allow and deny policies). This enables
SOC or security analyst to do further investigations on security incidents especially on
threat hunting or incident response activities. Although there are many data sources that
can provide DNS query logs (AD or EDR), this option should be enabled out of best
practice and with assumption that no other data sources are available.","By default, when creating firewall policies, a logging option is not enabled. Also, the
default implicit deny policy is not logged. This creates a data gap in threat hunting or
incident response activities.","Review firewall policies and ensure that:
1. For allowed policies, ""Log Allowed Traffic"" is set on ""All Sessions"" option.
2. For denied policies, ""Log Violation Traffic"" is enabled.","Go to ""Policy & Objects"" > ""Firewall Policy"".
Validate that logging is enabled on all firewall policies.","","CIS FortiGate 7.4.x Benchmark"
"Detect Botnet connections","4.1.1","Detect Botnet connections","Security Profiles - IPS","Level 2","","true","Interfaces which are classified as ""WAN"" and are used by a policy should use an IPS
sensor which blocks or monitors outgoing connections to botnet sites.

Default Value:
""Scan Outgoing Connections to Botnet Sites"" is disabled on default profile.","Blocking outgoing connections to known Botnets should be utilized in a Defense In
Depth network design.","","On GUI:
1. Configure relevant IPS profiles with ""Scan Outgoing Connections to Botnet
Sites"" set to ""Block"".
2. Apply relevant IPS profile on all firewall policies with traffic exiting
the network to a ""WAN"" interface.","On GUI:
1. Ensure that relevant IPS profile is configured with ""Scan Outgoing
Connections to Botnet Sites"" set to ""Block"".
2. Review all firewall policies that have a ""WAN"" interface as the
destination.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/668865","CIS FortiGate 7.4.x Benchmark"
"Apply IPS Security Profile to Policies","4.1.2","Apply IPS Security Profile to Policies","Security Profiles - IPS","Level 1","","false","Ensuring that traffic traversing between networks on the FortiGate have an IPS security
profile inspecting it.

Default Value:
Not Configured","Traffic moving between ""interfaces"" on the FortiGate should have firewall policies
applied with an IPS security profile applied.","","Configure on all ""Allowed"" firewall policies to have an appropriate IPS security profile
applied to policies.","Review all firewall policies and ensure that traffic has an IPS security profile assigned
for inspection.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/243446","CIS FortiGate 7.4.x Benchmark"
"Ensure Antivirus Definition Push Updates are Configured","4.2.1","Ensure Antivirus Definition Push Updates are Configured","Security Profiles - Antivirus","Level 2","","true","Ensure FortiGate is configured to accept antivirus definition push updates.

Default Value:
Enabled and set to automatic.","Ensure that the FortiGate will accept push updates from FortiGuard to ensure the most
up to date signature databases are present on the device.","","On GUI:
1. Access the FortiGate administrative web access page and go to System >
FortiGuard.
2. Under ""FortiGuard Updates"" ensure that the ""Scheduled updates"" is set to
""Automatic"".
On CLI:
config system autoupdate schedule
set status enable
set frequency automatic
end","On GUI:
1. Access the FortiGate administrative web access page and go to System >
FortiGuard.
2. Under ""FortiGuard Updates"" ensure that the ""Scheduled updates"" is set to
""Automatic"".
On CLI:
config system autoupdate schedule
show (Validate that there are no output, meaning it is already set as
""automatic""","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/547335","CIS FortiGate 7.4.x Benchmark"
"Apply Antivirus Security Profile to Policies","4.2.2","Apply Antivirus Security Profile to Policies","Security Profiles - Antivirus","Level 2","","false","Ensuring that traffic traversing between networks on the FortiGate has an Antivirus
Security profile inspecting it.

Default Value:
No security inspection on firewall policies.","Traffic moving between ""interfaces"" on the FortiGate should have firewall policies
applied with an antivirus security profile applied.","","Review firewall policies and apply an appropriate antivirus security profile to policies.","Review all firewall policies and ensure that traffic has an antivirus security profile
assigned for inspection.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/243446","CIS FortiGate 7.4.x Benchmark"
"Enable Outbreak Prevention Database","4.2.3","Enable Outbreak Prevention Database","Security Profiles - Antivirus","Level 2","","true","Ensure FortiGate AV inspection uses outbreak prevention database as an added layer
of protection on top of antivirus' signature-based detection.

Default Value:
Disabled","Antivirus mainly uses signature for malware blocking. By enabling ""FortiGuard outbreak
prevention database"", FortiGate can leverage on 3rd party malware hash signatures
curated by the FortiGuard as an additional protection layer.
The hash signatures are obtained from FortiGuard's Global Threat Intelligence
database. The antivirus database queries FortiGuard with the hash of a scanned file. If
FortiGuard returns a match, the scanned file is deemed to be malicious.","","Review Antivirus Security Profiles and validate that ""Use FortiGuard outbreak
prevention database"" is enabled.","On GUI:
1. Go to ""Security Profiles"" > ""AntiVirus"".
2. Select AV profile.
Validate that ""Use FortiGuard outbreak prevention database"" is enabled.
On CLI:
FGT1 # config antivirus profile
FGT1 (profile) # show
Validate that for each traffic protocol, ""set outbreak-prevention block"" is configured.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/889364","CIS FortiGate 7.4.x Benchmark"
"Enable AI /heuristic based malware detection","4.2.4","Enable AI /heuristic based malware detection","Security Profiles - Antivirus","Level 2","","true","AI /heuristic based detection should be enabled.

Default Value:
Enabled.","The AV Engine AI malware detection model integrates into regular AV scanning to help
detect potentially malicious Windows Portable Executables (PEs) in order to mitigate
zero-day attacks. It is an additional layer of protection on top of traditional antivirus
protection.
In version 6.x, it is named ""Heuristic detection"". On version 7.x, Fortinet has renamed
this to AI based detection.","","On CLI:
FGT1 # config antivirus settings
FGT1 (settings) # set machine-learning-detection enable","Configuration and verification can be only done on CLI.
On CLI:
FGT1 # show antivirus settings | grep machine-learning-detection
Validate that it is enabled.","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/252375733/config-antivirus-settings","CIS FortiGate 7.4.x Benchmark"
"Enable grayware detection on antivirus","4.2.5","Enable grayware detection on antivirus","Security Profiles - Antivirus","Level 2","","true","Grayware detection should be enabled.

Default Value:
Enabled in 7.4 or newer. Older versions the default is disabled","Usage of grayware is generally not allowed in strict company policies and some
graywares can be used for malicious intent. If the file passes the virus scan, it can be
checked for grayware. Grayware signatures are kept up to date in the same manner as
the antivirus definitions.","","On CLI:
FGT1 # config antivirus settings
FGT1 (settings) # set grayware enable","CLI:
FGT1 # show antivirus settings | grep grayware
Validate that grayware detection is enabled.","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/252375733/config-antivirus-settings","CIS FortiGate 7.4.x Benchmark"
"Ensure inline scanning with FortiGuard AI-Based Sandbox Service is enabled","4.2.6","Ensure inline scanning with FortiGuard AI-Based Sandbox Service is enabled","Security Profiles - Antivirus","Level 1","","true","Inline scanning is supported when the FortiGate is licensed with the FortiGuard AI-
Based Sandbox Service (FAIS). It works similar to inline scanning for the FortiSandbox
appliance, by holding a file up to 50 seconds for the verdict to be returned. Timed out
scans can either be set to block, log, or ignore. Inline scanning can be enabled from the
GUI on the Cloud Sandbox configuration page.

Default Value:
Disabled","With FAIS, unknown malware can be detected and blocked using cloud sandboxing
technology. Using inline scanning with FAIS, patient zero can also be prevented. This
complements the existing antivirus signature-based detection and also acts as an
additional layer of defense on top of FortiGate's AV heuristics feature.","","On GUI:
Enable the FortiGate Cloud feature visibility:
1. Go to System > Feature Visibility.
2. In the Additional Features section, enable FortiGate Cloud Sandbox.
3. Click Apply.
Configure the Cloud Sandbox Fabric connector:
1. Go to Security Fabric > Fabric Connectors and double-click the Cloud
Sandbox card.
2. Set the Type to FortiGate Cloud.
3. Select a Region.
4. Enable Inline scan.
5. Click OK.
Configure the antivirus profile:
1. Go to Security Profiles > AntiVirus and click Create New.
2. Set the Feature set to Proxy-based.
3. Enable the protocols to inspect.
4. Enable Send files to FortiSandbox for inspection.
5. Set the Scan strategy to Inline, and set the Action to Block.
6. Click OK.
On CLI: Disable FortiSandbox appliance and FortiSandbox Cloud:
config system fortisandbox
set status disable
end
Configure FortiGate Cloud Sandbox (example given is setting it as ""Global"" region):
# execute forticloud-sandbox region
0 Global
1 Europe
2 Japan
3 US
Please select cloud sandbox region[0-3]:0
Cloud sandbox region is selected: Global
Enable inline scanning for FortiGate Cloud:
config system fortiguard
set sandbox-region ""Global""
set sandbox-inline-scan enable
end
Enforced on AV security profile:
config antivirus profile
edit <profile name>
set feature-set proxy
set fortisandbox-mode inline
config http
set fortisandbox block
end
config ftp
set fortisandbox block
end
config imap
set fortisandbox block
end
config pop3
set fortisandbox block
end
config mapi
set fortisandbox block
end
config nntp
set fortisandbox block
end
config cifs
set fortisandbox block
end
config ssh
set fortisandbox block
end
next
end","On CLI:
config system fortiguard
get
Verify if sandbox-inline-scan is enabled. Note that, sandbox-inline-scan will only
show up after sandbox region is set (this is done during initial setup). If there is no
sandbox-inline-scan in the output, it means that this feature is not enabled.
If sandbox-inline-scan is enabled, check on CLI if it is enforced on AV security
profile:
config antivirus profile
show
Verify if fortisandbox-mode inline is set and on each traffic protocol, fortisandbox
block is set.
On GUI:
1. Go to Security Fabric > Fabric Connectors and double-click the Cloud
Sandbox card.
Verify if ""Inline scan"" is enabled.
If ""Inline scan"" is enabled, then:
1. Go to Security Profiles > AntiVirus and double-click the relevant AV
profile.
Verify if Scan strategy is set as ""Inline"" and Action is set as ""Block""","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-
guide/571153/using-fortisandbox-inline-scanning-with-antivirus","CIS FortiGate 7.4.x Benchmark"
"Enable CDR for proxy mode on XLSB, OpenOffice, and RTF files","4.2.7","Enable CDR for proxy mode on XLSB, OpenOffice, and RTF files","Security Profiles - Antivirus","Level 2","","true","Enabling Content Disarm & Reconstruction (CDR) for proxy mode on XLSB,
OpenOffice, and RTF files enhances security by sanitizing potentially malicious content
in these file types. This helps prevent threats embedded in documents while maintaining
usability.
Note that, this is only applicable for AV profiles and firewall policies in ""Proxy mode"".

Default Value:
Disabled","Enabling Content Disarm & Reconstruction (CDR) for XLSB, OpenOffice, and RTF files
mitigates the risk of embedded malware by sanitizing potentially harmful content before
it reaches the user. This proactive approach reduces the attack surface while ensuring
business continuity.","Without CDR, malicious payloads hidden in these document formats could bypass
traditional security measures, leading to data breaches or system compromise.","To configure antivirus CDR in the GUI:
1. Go to Security Profiles > AntiVirus and click Create New.
2. Enable AntiVirus scan, and select Block.
3. Set Feature set to Proxy-based.
4. Under Inspected Protocols, enable one or more protocols that support
proxy-based antivirus scanning.
5. Under APT Protection Options, enable Content Disarm and Reconstruction,
and select Apply CDR to office files to disarm Microsoft Office and
OpenOffice files, including RTF (Rich Text Format) and XLSB (Excel Binary
Workbook) files.","Ensure CDR is configured from GUI:
1. Go to Security Profiles > AntiVirus and click Create New.
2. Enable AntiVirus scan, and select Block.
3. Set Feature set to Proxy-based.
4. Under Inspected Protocols, enable one or more protocols that support
proxy-based antivirus scanning.
5. Under APT Protection Options, enable Content Disarm and Reconstruction,
and select Apply CDR to office files to disarm Microsoft Office and
OpenOffice files, including RTF (Rich Text Format) and XLSB (Excel Binary
Workbook) files.","1. https://docs.fortinet.com/document/fortigate/7.4.0/new-features/920942/support-
xlsb-openoffice-and-rtf-files-for-cdr-in-antivirus-profiles-7-4-4","CIS FortiGate 7.4.x Benchmark"
"Enable Botnet C&C Domain Blocking DNS Filter","4.3.1","Enable Botnet C&C Domain Blocking DNS Filter","Security Profiles - DNS Filter","Level 2","","true","Enable Botnet C&C domain blocking to block botnet access at the DNS name resolving
stage.

Default Value:
""Redirect botnet C&C requests to Block Portal"" is enabled on default profile.","Blocking botnet website access at the DNS resolution stage provides an additional layer
of defense.","","On GUI:
1. Go to Security Profiles > DNS Filter.
2. On the relevant security profile name, double click. Enable ""Redirect
botnet C&C requests to Block Portal"".
2. Ensure that firewall policies that have DNS traffic have a DNS Filter
security profile applied with that option enabled.","On GUI:
1. Review DNS filters under Security Profiles > DNS Filter and ensure that
""Redirect botnet C&C requests to Block Portal"" is enabled.
2. Ensure that firewall policies allowing DNS traffic have a DNS Filter
Security profile applied.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/105208","CIS FortiGate 7.4.x Benchmark"
